state,state_heuristic,first_mover_opt_move,second_mover_opt_move
"(-1, 1, 0, 0, 1, -1, 0, -1, 1)",5.162349583426394e-09,"[2, 6]",[3]
"(-1, 1, 0, 0, 1, -1, 0, 0, 1)",6.014137264691749e-07,[2],[7]
"(-1, 1, 0, 0, 1, -1, 0, 0, 0)",2.0584868963912746e-05,[7],[8]
"(-1, 1, 0, 0, 1, 1, -1, -1, 1)",-2.0649398333705576e-08,[2],[3]
"(-1, 1, 0, 0, 1, 1, -1, -1, 0)",1.4196461354422586e-07,[3],[2]
"(-1, 1, 0, 0, 1, 1, -1, 1, -1)",2.0907515812876897e-07,,
"(-1, 1, 0, 0, 1, 1, -1, 0, -1)",3.716891700067004e-07,"[3, 7]",[2]
"(-1, 1, 0, 0, 1, 1, -1, 0, 0)",-9.705217216841623e-07,[2],[3]
"(-1, 1, 0, 0, 1, 0, -1, 1, 0)",1.6935087808430286e-05,,
"(-1, 1, 0, 0, 1, 0, -1, -1, 1)",-4.129879666741115e-08,[3],[2]
"(-1, 1, 0, 0, 1, 0, -1, 0, 1)",-1.5409613506527788e-06,[2],[3]
"(-1, 1, 0, 0, 1, 0, -1, 0, 0)",1.4002873245044091e-05,[7],[2]
"(-1, 1, 0, 0, 1, 1, 1, -1, -1)",5.162349583426394e-09,"[2, 3]","[2, 3]"
"(-1, 1, 0, 0, 1, 1, 0, -1, -1)",1.935881093784898e-07,[3],[2]
"(-1, 1, 0, 0, 1, 1, 0, -1, 0)",5.084914339674999e-07,[2],[3]
"(-1, 1, 0, 0, 1, 0, 1, -1, -1)",2.1939985729562175e-07,[2],"[3, 5]"
"(-1, 1, 0, 0, 1, 0, 1, -1, 0)",6.530372223034389e-07,[8],[2]
"(-1, 1, 0, 0, 1, 0, 0, -1, 1)",-7.227289416796952e-08,"[2, 5]","[3, 6]"
"(-1, 1, 0, 0, 1, 0, 0, -1, 0)",2.14753742670538e-06,[6],[8]
"(-1, 1, 0, 0, 1, 1, 0, 0, -1)",1.1821780546046442e-06,[2],"[3, 7]"
"(-1, 1, 0, 0, 1, 0, 1, 0, -1)",1.2338015504389082e-06,[3],[2]
"(-1, 1, 0, 0, 1, 0, 0, 1, -1)",1.6935087808430286e-05,,
"(-1, 1, 0, 0, 1, 0, 0, 0, -1)",2.1663800026848865e-05,[7],[2]
"(-1, 1, 0, 0, 1, 0, 0, 0, 0)",9.319331585480497e-05,[8],[7]
"(-1, 1, -1, -1, -1, 1, 1, 1, 1)",2.581174791713197e-09,,
"(-1, 1, -1, -1, -1, 1, 1, 1, 0)",2.581174791713197e-09,[8],[8]
"(-1, 1, -1, -1, 0, 1, 1, 1, -1)",2.581174791713197e-09,[4],[4]
"(-1, 1, -1, -1, 0, 1, 1, 1, 0)",5.162349583426394e-09,"[4, 8]","[4, 8]"
"(-1, 1, -1, -1, -1, 1, 1, 0, 1)",2.581174791713197e-09,[7],[7]
"(-1, 1, -1, -1, 0, 1, 1, -1, 1)",0.0,[4],[4]
"(-1, 1, -1, -1, 0, 1, 1, 0, 1)",2.581174791713197e-09,[4],[7]
"(-1, 1, -1, -1, 0, 1, 1, 0, 0)",1.0324699166852788e-08,[7],"[4, 8]"
"(-1, 1, -1, 0, -1, 1, 1, 1, -1)",-2.3230573125418773e-08,,
"(-1, 1, -1, 0, -1, 1, 1, 1, 0)",-2.0649398333705576e-08,[3],[8]
"(-1, 1, -1, 0, -1, 1, 1, -1, 1)",0.0,[3],[3]
"(-1, 1, -1, 0, -1, 1, 1, 0, 1)",2.581174791713197e-09,[3],[7]
"(-1, 1, -1, 0, -1, 1, 1, 0, 0)",-4.129879666741115e-08,[8],[3]
"(-1, 1, -1, 0, 0, 1, 1, -1, 1)",0.0,"[3, 4]","[3, 4]"
"(-1, 1, -1, 0, 0, 1, 1, -1, 0)",5.162349583426394e-09,"[3, 4]",[8]
"(-1, 1, -1, 0, 0, 1, 1, 1, -1)",-2.0649398333705576e-08,[3],[4]
"(-1, 1, -1, 0, 0, 1, 1, 0, -1)",-3.613644708398476e-08,[4],"[3, 7]"
"(-1, 1, -1, 0, 0, 1, 1, 0, 0)",-6.194819500111673e-08,[3],[4]
"(-1, 1, -1, -1, -1, 1, 0, 1, 1)",2.581174791713197e-09,[6],[6]
"(-1, 1, -1, -1, 0, 1, -1, 1, 1)",-2.3230573125418773e-08,,
"(-1, 1, -1, -1, 0, 1, 0, 1, 1)",-2.0649398333705576e-08,[4],[6]
"(-1, 1, -1, -1, 0, 1, 0, 1, 0)",1.935881093784898e-07,[4],[8]
"(-1, 1, -1, 0, -1, 1, -1, 1, 1)",-2.3230573125418773e-08,,
"(-1, 1, -1, 0, -1, 1, 0, 1, 1)",-2.0649398333705576e-08,[3],[6]
"(-1, 1, -1, 0, -1, 1, 0, 1, 0)",-8.77599429182487e-08,"[6, 8]",[3]
"(-1, 1, -1, 0, 0, 1, -1, 1, 1)",-4.6461146250837546e-08,"[3, 4]","[3, 4]"
"(-1, 1, -1, 0, 0, 1, -1, 1, 0)",1.4196461354422586e-07,[4],[8]
"(-1, 1, -1, 0, 0, 1, 0, 1, -1)",1.6777636146135782e-07,[4],"[3, 6]"
"(-1, 1, -1, 0, 0, 1, 0, 1, 0)",4.155691414658248e-07,[3],[4]
"(-1, 1, -1, -1, 0, 1, 0, 0, 1)",-4.129879666741115e-08,[6],[4]
"(-1, 1, -1, 0, -1, 1, 0, 0, 1)",-4.129879666741115e-08,[6],[3]
"(-1, 1, -1, 0, 0, 1, -1, 0, 1)",-8.77599429182487e-08,"[3, 4]",[7]
"(-1, 1, -1, 0, 0, 1, 0, -1, 1)",5.162349583426394e-09,"[3, 4]",[6]
"(-1, 1, -1, 0, 0, 1, 0, 0, 1)",-1.651951866696446e-07,[7],[6]
"(-1, 1, -1, 0, 0, 1, 0, 0, 0)",1.8687705492003546e-06,[4],[8]
"(-1, 1, 0, -1, -1, 1, 1, 1, -1)",-2.3230573125418773e-08,,
"(-1, 1, 0, -1, -1, 1, 1, 1, 0)",-2.0649398333705576e-08,[2],[8]
"(-1, 1, 0, -1, -1, 1, 1, -1, 1)",2.581174791713197e-09,[2],[2]
"(-1, 1, 0, -1, -1, 1, 1, 0, 1)",5.162349583426394e-09,"[2, 7]","[2, 7]"
"(-1, 1, 0, -1, -1, 1, 1, 0, 0)",-3.613644708398476e-08,[8],"[2, 7]"
"(-1, 1, 0, -1, 0, 1, 1, -1, 1)",2.581174791713197e-09,[4],[2]
"(-1, 1, 0, -1, 0, 1, 1, -1, 0)",1.0324699166852788e-08,[2],"[4, 8]"
"(-1, 1, 0, -1, 0, 1, 1, 1, -1)",-2.0649398333705576e-08,[2],[4]
"(-1, 1, 0, -1, 0, 1, 1, 0, -1)",-3.613644708398476e-08,[4],"[2, 7]"
"(-1, 1, 0, -1, 0, 1, 1, 0, 0)",-5.1623495834263946e-08,"[2, 7]","[4, 8]"
"(-1, 1, 0, -1, -1, 1, -1, 1, 1)",-2.3230573125418773e-08,,
"(-1, 1, 0, -1, -1, 1, 0, 1, 1)",-2.0649398333705576e-08,[2],[6]
"(-1, 1, 0, -1, -1, 1, 0, 1, 0)",-8.77599429182487e-08,"[6, 8]",[2]
"(-1, 1, 0, -1, 0, 1, -1, 1, 0)",-1.8816764231589208e-06,,
"(-1, 1, 0, -1, 0, 1, 0, 1, -1)",1.4196461354422586e-07,[4],[2]
"(-1, 1, 0, -1, 0, 1, 0, 1, 0)",-1.633883643154454e-06,[2],[6]
"(-1, 1, 0, -1, -1, 1, 0, 0, 1)",1.935881093784898e-07,[2],[7]
"(-1, 1, 0, -1, 0, 1, -1, 0, 1)",-1.8816764231589208e-06,,
"(-1, 1, 0, -1, 0, 1, 0, -1, 1)",1.884257597950634e-07,[2],[4]
"(-1, 1, 0, -1, 0, 1, 0, 0, 1)",-1.5409613506527788e-06,[4],[6]
"(-1, 1, 0, -1, 0, 1, 0, 0, 0)",-6.401313483448729e-06,[6],"[2, 7]"
"(-1, 1, 0, 0, -1, 1, 1, -1, 1)",2.581174791713197e-09,[3],[2]
"(-1, 1, 0, 0, -1, 1, 1, -1, 0)",-4.129879666741115e-08,[8],[3]
"(-1, 1, 0, 0, -1, 1, 1, 0, -1)",-1.8816764231589208e-06,,
"(-1, 1, 0, 0, -1, 1, 1, 0, 0)",-2.000410463577728e-06,[3],[8]
"(-1, 1, 0, 0, -1, 1, -1, 1, 1)",-4.6461146250837546e-08,"[2, 3]","[2, 3]"
"(-1, 1, 0, 0, -1, 1, -1, 1, 0)",-1.3938343875251265e-07,"[2, 3, 8]","[2, 3, 8]"
"(-1, 1, 0, 0, -1, 1, 0, 1, -1)",-1.8816764231589208e-06,,
"(-1, 1, 0, 0, -1, 1, 0, 1, 0)",-2.1965797477479307e-06,"[2, 3]",[8]
"(-1, 1, 0, 0, -1, 1, -1, 0, 1)",1.4196461354422586e-07,[2],[7]
"(-1, 1, 0, 0, -1, 1, 0, -1, 1)",2.142375077121954e-07,[2],"[3, 6]"
"(-1, 1, 0, 0, -1, 1, 0, 0, 1)",5.084914339674999e-07,[7],[2]
"(-1, 1, 0, 0, -1, 1, 0, 0, 0)",-7.222127067213526e-06,[8],[7]
"(-1, 1, 0, 0, 0, 1, -1, 1, -1)",1.4196461354422586e-07,[4],[2]
"(-1, 1, 0, 0, 0, 1, -1, 1, 0)",-1.7371306348229819e-06,"[2, 8]",[3]
"(-1, 1, 0, 0, 0, 1, -1, -1, 1)",1.935881093784898e-07,[2],[4]
"(-1, 1, 0, 0, 0, 1, -1, 0, 1)",-1.633883643154454e-06,[7],[3]
"(-1, 1, 0, 0, 0, 1, -1, 0, 0)",-5.663097493018755e-06,[3],"[2, 7]"
"(-1, 1, 0, 0, 0, 1, 1, -1, -1)",-3.613644708398476e-08,[4],"[2, 3]"
"(-1, 1, 0, 0, 0, 1, 1, -1, 0)",-6.194819500111673e-08,[3],[4]
"(-1, 1, 0, 0, 0, 1, 0, -1, 1)",6.014137264691749e-07,[4],[2]
"(-1, 1, 0, 0, 0, 1, 0, -1, 0)",1.9720175408688826e-06,[8],[6]
"(-1, 1, 0, 0, 0, 1, 1, 0, -1)",-1.990085764410875e-06,"[2, 3, 7]",[4]
"(-1, 1, 0, 0, 0, 1, 0, 1, -1)",-1.4299708346091113e-06,[2],[4]
"(-1, 1, 0, 0, 0, 1, 0, 0, -1)",-5.864429126772384e-06,[4],[2]
"(-1, 1, 0, 0, 0, 1, 0, 0, 0)",-2.1310179080384152e-05,[7],[4]
"(-1, 1, -1, -1, 0, 0, 1, 1, 1)",2.0907515812876897e-07,,
"(-1, 1, -1, -1, 0, 0, 1, 1, 0)",4.233126658409643e-07,"[4, 8]",[5]
"(-1, 1, -1, 0, -1, 0, 1, 1, 1)",2.0907515812876897e-07,,
"(-1, 1, -1, 0, -1, 0, 1, 1, 0)",1.6777636146135782e-07,[8],"[3, 5]"
"(-1, 1, -1, 0, 0, -1, 1, 1, 1)",2.0907515812876897e-07,,
"(-1, 1, -1, 0, 0, -1, 1, 1, 0)",3.9750091792383236e-07,"[4, 8]",[3]
"(-1, 1, -1, 0, 0, 0, 1, 1, -1)",1.4196461354422586e-07,[4],[3]
"(-1, 1, -1, 0, 0, 0, 1, 1, 0)",1.1305545587703802e-06,[3],[8]
"(-1, 1, -1, -1, 0, 0, 1, 0, 1)",2.1423750771219536e-07,[7],"[4, 5]"
"(-1, 1, -1, 0, -1, 0, 1, 0, 1)",2.1423750771219536e-07,[7],"[3, 5]"
"(-1, 1, -1, 0, 0, -1, 1, 0, 1)",2.1423750771219536e-07,[7],"[3, 4]"
"(-1, 1, -1, 0, 0, 0, 1, -1, 1)",0.0,"[3, 4, 5]","[3, 4, 5]"
"(-1, 1, -1, 0, 0, 0, 1, 0, 1)",6.427125231365861e-07,"[3, 4, 5]",[7]
"(-1, 1, -1, 0, 0, 0, 1, 0, 0)",2.14753742670538e-06,[7],[3]
"(-1, 1, 0, -1, -1, 0, 1, 1, 1)",2.0907515812876897e-07,,
"(-1, 1, 0, -1, -1, 0, 1, 1, 0)",1.4196461354422586e-07,[8],[2]
"(-1, 1, 0, -1, 0, -1, 1, 1, 1)",2.0907515812876897e-07,,
"(-1, 1, 0, -1, 0, -1, 1, 1, 0)",3.9750091792383236e-07,"[4, 8]",[2]
"(-1, 1, 0, -1, 0, 0, 1, 1, -1)",1.6777636146135782e-07,[4],"[2, 5]"
"(-1, 1, 0, -1, 0, 0, 1, 1, 0)",1.1305545587703804e-06,[2],[4]
"(-1, 1, 0, -1, -1, 0, 1, 0, 1)",1.935881093784898e-07,[7],[2]
"(-1, 1, 0, -1, 0, -1, 1, 0, 1)",1.935881093784898e-07,[7],[2]
"(-1, 1, 0, -1, 0, 0, 1, -1, 1)",1.0324699166852788e-08,[2],"[4, 5]"
"(-1, 1, 0, -1, 0, 0, 1, 0, 1)",6.117384256360278e-07,[2],[7]
"(-1, 1, 0, -1, 0, 0, 1, 0, 0)",3.4329624729785524e-06,[4],[5]
"(-1, 1, 0, 0, -1, -1, 1, 1, 1)",2.0907515812876897e-07,,
"(-1, 1, 0, 0, -1, -1, 1, 1, 0)",1.4196461354422586e-07,[8],[2]
"(-1, 1, 0, 0, -1, 0, 1, 1, -1)",-1.8816764231589208e-06,,
"(-1, 1, 0, 0, -1, 0, 1, 1, 0)",-1.4299708346091113e-06,[2],[8]
"(-1, 1, 0, 0, -1, -1, 1, 0, 1)",1.884257597950634e-07,[7],[2]
"(-1, 1, 0, 0, -1, 0, 1, -1, 1)",5.162349583426394e-09,"[2, 5]",[3]
"(-1, 1, 0, 0, -1, 0, 1, 0, 1)",6.014137264691749e-07,[2],[7]
"(-1, 1, 0, 0, -1, 0, 1, 0, 0)",-6.9433601897085005e-06,[8],[2]
"(-1, 1, 0, 0, 0, -1, 1, 1, -1)",1.4196461354422586e-07,[4],[3]
"(-1, 1, 0, 0, 0, -1, 1, 1, 0)",1.0789310629361164e-06,"[2, 3]","[4, 8]"
"(-1, 1, 0, 0, 0, -1, 1, -1, 1)",5.162349583426394e-09,"[2, 4]",[3]
"(-1, 1, 0, 0, 0, -1, 1, 0, 1)",6.014137264691749e-07,[2],[7]
"(-1, 1, 0, 0, 0, -1, 1, 0, 0)",3.195494392140938e-06,[4],[3]
"(-1, 1, 0, 0, 0, 0, 1, -1, 1)",2.0649398333705576e-08,[3],[2]
"(-1, 1, 0, 0, 0, 0, 1, -1, 0)",1.099580461269822e-06,[4],[3]
"(-1, 1, 0, 0, 0, 0, 1, 1, -1)",-1.4299708346091113e-06,[3],[4]
"(-1, 1, 0, 0, 0, 0, 1, 0, -1)",-5.657935143435328e-06,[4],[3]
"(-1, 1, 0, 0, 0, 0, 1, 0, 0)",-2.725720580049136e-06,[3],[4]
"(-1, 1, -1, -1, 0, 0, 0, 1, 1)",3.9750091792383236e-07,"[4, 6]",[5]
"(-1, 1, -1, 0, -1, 0, 0, 1, 1)",1.6777636146135782e-07,[6],"[3, 5]"
"(-1, 1, -1, 0, 0, -1, 0, 1, 1)",4.233126658409643e-07,"[4, 6]",[3]
"(-1, 1, -1, 0, 0, 0, -1, 1, 1)",1.4196461354422586e-07,[4],[5]
"(-1, 1, -1, 0, 0, 0, 0, 1, 1)",1.1305545587703802e-06,[5],[6]
"(-1, 1, -1, 0, 0, 0, 0, 1, 0)",2.0027335208902692e-05,[4],"[3, 5]"
"(-1, 1, 0, -1, -1, 0, 0, 1, 1)",1.4196461354422586e-07,[6],[2]
"(-1, 1, 0, -1, 0, -1, 0, 1, 1)",3.716891700067004e-07,"[4, 6]",[2]
"(-1, 1, 0, -1, 0, 0, -1, 1, 1)",-1.8816764231589208e-06,,
"(-1, 1, 0, -1, 0, 0, 0, 1, 1)",-9.705217216841623e-07,[2],[6]
"(-1, 1, 0, -1, 0, 0, 0, 1, 0)",1.3724106367539067e-05,[4],[2]
"(-1, 1, 0, 0, -1, -1, 0, 1, 1)",1.884257597950634e-07,[6],[2]
"(-1, 1, 0, 0, -1, 0, -1, 1, 1)",-9.292229250167509e-08,"[2, 3]",[5]
"(-1, 1, 0, 0, -1, 0, 0, 1, 1)",4.05244442298972e-07,[5],[6]
"(-1, 1, 0, 0, -1, 0, 0, 1, 0)",-7.5318680422191085e-06,[8],[2]
"(-1, 1, 0, 0, 0, -1, -1, 1, 1)",1.884257597950634e-07,[4],[2]
"(-1, 1, 0, 0, 0, -1, 0, 1, 1)",1.1718533554377916e-06,[2],"[4, 6]"
"(-1, 1, 0, 0, 0, -1, 0, 1, 0)",2.0099608103070667e-05,[4],[2]
"(-1, 1, 0, 0, 0, 0, -1, 1, 1)",-1.6442083423213068e-06,[5],[3]
"(-1, 1, 0, 0, 0, 0, -1, 1, 0)",1.2366408427097926e-05,[4],[5]
"(-1, 1, 0, 0, 0, 0, 0, 1, -1)",1.121520446999384e-05,[4],"[2, 3, 5, 6]"
"(-1, 1, 0, 0, 0, 0, 0, 1, 0)",6.990079453438508e-05,[5],[4]
"(-1, 1, -1, 0, 0, 0, 0, 0, 1)",2.14753742670538e-06,[7],[5]
"(-1, 1, 0, -1, 0, 0, 0, 0, 1)",-5.074589640508146e-06,[6],[2]
"(-1, 1, 0, 0, -1, 0, 0, 0, 1)",1.9410434433683245e-06,[6],[3]
"(-1, 1, 0, 0, 0, -1, 0, 0, 1)",2.2198103208733495e-06,[7],[2]
"(-1, 1, 0, 0, 0, 0, -1, 0, 1)",-6.432287580949288e-06,[3],[7]
"(-1, 1, 0, 0, 0, 0, 0, -1, 1)",1.1718533554377916e-06,"[2, 5]",[4]
"(-1, 1, 0, 0, 0, 0, 0, 0, 1)",-4.026632675072589e-06,[5],[6]
"(-1, 1, 0, 0, 0, 0, 0, 0, 0)",0.00010467696250313696,[4],[2]
"(0, 1, -1, 1, -1, 1, -1, 0, 0)",-1.8816764231589208e-06,,
"(0, 1, -1, 1, -1, 1, 1, -1, -1)",2.581174791713197e-09,[0],[0]
"(0, 1, -1, 1, -1, 1, 1, -1, 0)",2.581174791713197e-09,[8],[0]
"(0, 1, -1, 1, -1, 1, -1, -1, 1)",-2.3230573125418773e-08,,
"(0, 1, -1, 1, -1, 1, 0, -1, 1)",-2.3230573125418773e-08,[0],[6]
"(0, 1, -1, 1, -1, 1, 0, -1, 0)",-4.129879666741115e-08,[6],[8]
"(0, 1, -1, 1, -1, 1, 1, 0, -1)",-2.0649398333705576e-08,[7],[0]
"(0, 1, -1, 1, -1, 1, -1, 1, -1)",-2.3230573125418773e-08,,
"(0, 1, -1, 1, -1, 1, 0, 1, -1)",-4.6461146250837546e-08,"[0, 6]","[0, 6]"
"(0, 1, -1, 1, -1, 1, 0, 0, -1)",-8.77599429182487e-08,"[0, 6]",[7]
"(0, 1, -1, 1, -1, 1, 0, 0, 0)",-2.1036574552462556e-06,[7],[6]
"(0, 1, -1, 1, -1, -1, 1, 1, -1)",-2.3230573125418773e-08,,
"(0, 1, -1, 1, -1, -1, 1, 1, 0)",-2.0649398333705576e-08,[0],[8]
"(0, 1, -1, 1, -1, -1, 1, -1, 1)",2.581174791713197e-09,[0],[0]
"(0, 1, -1, 1, -1, -1, 1, 0, 1)",5.162349583426394e-09,"[0, 7]","[0, 7]"
"(0, 1, -1, 1, -1, -1, 1, 0, 0)",1.935881093784898e-07,[0],[7]
"(0, 1, -1, 1, -1, 0, 1, -1, 1)",2.581174791713197e-09,[5],[0]
"(0, 1, -1, 1, -1, 0, 1, -1, 0)",2.142375077121954e-07,[0],"[5, 8]"
"(0, 1, -1, 1, -1, 0, 1, 1, -1)",-4.6461146250837546e-08,"[0, 5]","[0, 5]"
"(0, 1, -1, 1, -1, 0, 1, 0, -1)",1.4196461354422586e-07,[0],[7]
"(0, 1, -1, 1, -1, 0, 1, 0, 0)",5.084914339674999e-07,[7],[0]
"(0, 1, -1, 1, -1, -1, -1, 1, 1)",-2.3230573125418773e-08,,
"(0, 1, -1, 1, -1, -1, 0, 1, 1)",-2.0649398333705576e-08,[0],[6]
"(0, 1, -1, 1, -1, -1, 0, 1, 0)",-8.77599429182487e-08,"[6, 8]",[0]
"(0, 1, -1, 1, -1, 0, -1, 1, 0)",-1.8816764231589208e-06,,
"(0, 1, -1, 1, -1, 0, 0, 1, -1)",-1.3938343875251265e-07,"[0, 5, 6]","[0, 5, 6]"
"(0, 1, -1, 1, -1, 0, 0, 1, 0)",-2.1965797477479307e-06,"[0, 5]",[6]
"(0, 1, -1, 1, -1, -1, 0, 0, 1)",-3.613644708398476e-08,[6],"[0, 7]"
"(0, 1, -1, 1, -1, 0, -1, 0, 1)",-1.8816764231589208e-06,,
"(0, 1, -1, 1, -1, 0, 0, -1, 1)",-4.129879666741115e-08,[6],[5]
"(0, 1, -1, 1, -1, 0, 0, 0, 1)",-2.000410463577728e-06,[5],[6]
"(0, 1, -1, 1, -1, 0, 0, 0, 0)",-7.222127067213526e-06,[6],[7]
"(0, 1, -1, 1, 1, -1, -1, 1, 0)",2.0907515812876897e-07,,
"(0, 1, -1, 1, 1, -1, -1, -1, 1)",2.581174791713197e-09,[0],[0]
"(0, 1, -1, 1, 1, -1, -1, 0, 1)",5.162349583426394e-09,"[0, 7]","[0, 7]"
"(0, 1, -1, 1, 1, -1, -1, 0, 0)",1.935881093784898e-07,[7],[0]
"(0, 1, -1, 1, 1, -1, 1, -1, -1)",-2.3230573125418773e-08,,
"(0, 1, -1, 1, 1, -1, 1, -1, 0)",-2.3230573125418773e-08,[0],[8]
"(0, 1, -1, 1, 1, -1, 0, -1, 1)",2.581174791713197e-09,[6],[0]
"(0, 1, -1, 1, 1, -1, 0, -1, 0)",-4.129879666741115e-08,[8],[6]
"(0, 1, -1, 1, 1, -1, 0, 0, -1)",-1.8816764231589208e-06,,
"(0, 1, -1, 1, 1, -1, 0, 0, 0)",-1.5409613506527788e-06,[6],[8]
"(0, 1, -1, 1, 0, -1, 1, -1, 1)",2.581174791713197e-09,[4],[0]
"(0, 1, -1, 1, 0, -1, 1, -1, 0)",1.884257597950634e-07,[0],[4]
"(0, 1, -1, 1, 0, -1, 1, 0, -1)",-1.8816764231589208e-06,,
"(0, 1, -1, 1, 0, -1, 1, 0, 0)",-1.5409613506527788e-06,[4],[8]
"(0, 1, -1, 1, 0, -1, -1, 1, 1)",-2.0649398333705576e-08,[0],[4]
"(0, 1, -1, 1, 0, -1, -1, 1, 0)",1.4196461354422586e-07,[4],[0]
"(0, 1, -1, 1, 0, -1, 0, 1, -1)",-1.8816764231589208e-06,,
"(0, 1, -1, 1, 0, -1, 0, 1, 0)",-1.633883643154454e-06,[0],[8]
"(0, 1, -1, 1, 0, -1, -1, 0, 1)",-3.613644708398476e-08,[4],"[0, 7]"
"(0, 1, -1, 1, 0, -1, 0, -1, 1)",1.0324699166852788e-08,[0],"[4, 6]"
"(0, 1, -1, 1, 0, -1, 0, 0, 1)",-5.1623495834263946e-08,"[0, 7]","[4, 6]"
"(0, 1, -1, 1, 0, -1, 0, 0, 0)",-6.401313483448729e-06,[8],"[0, 7]"
"(0, 1, -1, 1, 1, 1, -1, -1, 0)",2.0907515812876897e-07,,
"(0, 1, -1, 1, 1, 0, -1, -1, 1)",5.162349583426394e-09,"[0, 5]","[0, 5]"
"(0, 1, -1, 1, 1, 0, -1, -1, 0)",1.935881093784898e-07,[5],[0]
"(0, 1, -1, 1, 1, 1, -1, 0, -1)",2.0907515812876897e-07,,
"(0, 1, -1, 1, 1, 0, -1, 1, -1)",2.0907515812876897e-07,,
"(0, 1, -1, 1, 1, 0, -1, 0, -1)",3.716891700067004e-07,"[5, 7]",[0]
"(0, 1, -1, 1, 1, 0, -1, 0, 0)",1.1821780546046444e-06,[0],"[5, 7]"
"(0, 1, -1, 1, 0, 1, -1, -1, 1)",-2.0649398333705576e-08,[0],[4]
"(0, 1, -1, 1, 0, 1, -1, -1, 0)",1.4196461354422586e-07,[4],[0]
"(0, 1, -1, 1, 0, 1, -1, 1, -1)",-2.0649398333705576e-08,[0],[4]
"(0, 1, -1, 1, 0, 1, -1, 0, -1)",1.4196461354422586e-07,[4],[0]
"(0, 1, -1, 1, 0, 1, -1, 0, 0)",-1.4299708346091113e-06,[0],[4]
"(0, 1, -1, 1, 0, 0, -1, 1, -1)",1.4196461354422586e-07,[4],[0]
"(0, 1, -1, 1, 0, 0, -1, 1, 0)",-1.4299708346091113e-06,[0],[4]
"(0, 1, -1, 1, 0, 0, -1, -1, 1)",-3.613644708398476e-08,[4],"[0, 5]"
"(0, 1, -1, 1, 0, 0, -1, 0, 1)",-1.990085764410875e-06,"[0, 5, 7]",[4]
"(0, 1, -1, 1, 0, 0, -1, 0, 0)",-5.864429126772384e-06,[4],[0]
"(0, 1, -1, 1, 1, 1, 0, -1, -1)",2.0907515812876897e-07,,
"(0, 1, -1, 1, 1, 0, 1, -1, -1)",-2.0649398333705576e-08,[0],[5]
"(0, 1, -1, 1, 1, 0, 0, -1, -1)",1.4196461354422586e-07,[5],[0]
"(0, 1, -1, 1, 1, 0, 0, -1, 0)",5.084914339674999e-07,[0],[5]
"(0, 1, -1, 1, 0, 1, 1, -1, -1)",5.162349583426394e-09,"[0, 4]","[0, 4]"
"(0, 1, -1, 1, 0, 1, 0, -1, -1)",1.935881093784898e-07,[4],[0]
"(0, 1, -1, 1, 0, 1, 0, -1, 0)",5.084914339674999e-07,[0],[4]
"(0, 1, -1, 1, 0, 0, 1, -1, -1)",1.935881093784898e-07,[0],[4]
"(0, 1, -1, 1, 0, 0, 1, -1, 0)",6.014137264691749e-07,[4],[0]
"(0, 1, -1, 1, 0, 0, 0, -1, 1)",-6.194819500111673e-08,[5],[4]
"(0, 1, -1, 1, 0, 0, 0, -1, 0)",1.972017540868883e-06,[6],[8]
"(0, 1, -1, 1, 1, 0, 0, 0, -1)",-9.705217216841623e-07,[0],[5]
"(0, 1, -1, 1, 0, 1, 0, 0, -1)",4.155691414658248e-07,[7],[4]
"(0, 1, -1, 1, 0, 0, 1, 0, -1)",-1.633883643154454e-06,[7],[5]
"(0, 1, -1, 1, 0, 0, 0, 1, -1)",-1.7371306348229817e-06,"[0, 6]",[5]
"(0, 1, -1, 1, 0, 0, 0, 0, -1)",-5.663097493018754e-06,[5],[0]
"(0, 1, -1, 1, 0, 0, 0, 0, 0)",-2.1310179080384152e-05,[7],[4]
"(0, 1, -1, -1, 1, 1, -1, 1, 0)",2.0907515812876897e-07,,
"(0, 1, -1, -1, 1, 1, -1, -1, 1)",2.581174791713197e-09,[0],[0]
"(0, 1, -1, -1, 1, 1, -1, 0, 1)",-2.0649398333705576e-08,[7],[0]
"(0, 1, -1, -1, 1, 1, -1, 0, 0)",1.935881093784898e-07,[7],[8]
"(0, 1, -1, -1, 1, 1, 1, -1, -1)",0.0,[0],[0]
"(0, 1, -1, -1, 1, 1, 1, -1, 0)",0.0,"[0, 8]","[0, 8]"
"(0, 1, -1, -1, 1, 1, 0, -1, 1)",2.581174791713197e-09,[6],[0]
"(0, 1, -1, -1, 1, 1, 0, -1, 0)",5.162349583426394e-09,"[0, 8]",[6]
"(0, 1, -1, -1, 1, 1, 1, 0, -1)",2.581174791713197e-09,[0],[7]
"(0, 1, -1, -1, 1, 1, 0, 1, -1)",2.0907515812876897e-07,,
"(0, 1, -1, -1, 1, 1, 0, 0, -1)",2.1423750771219536e-07,[7],"[0, 6]"
"(0, 1, -1, -1, 1, 1, 0, 0, 0)",6.014137264691749e-07,[8],[7]
"(0, 1, -1, -1, 1, -1, 1, 1, 0)",2.0907515812876897e-07,,
"(0, 1, -1, -1, 1, -1, 1, -1, 1)",2.581174791713197e-09,[0],[0]
"(0, 1, -1, -1, 1, -1, 1, 0, 1)",5.162349583426394e-09,"[0, 7]","[0, 7]"
"(0, 1, -1, -1, 1, -1, 1, 0, 0)",1.935881093784898e-07,[7],[0]
