state,state_heuristic,first_mover_opt_move,second_mover_opt_move
"(1, 0, 1, 1, -1, -1, 0, 0, -1)",4.2331266584096436e-07,"[1, 6]",[7]
"(1, 0, 1, 1, -1, -1, 0, 0, 0)",1.2234768512720556e-06,[8],[1]
"(1, 0, 1, 0, -1, -1, 1, -1, 1)",-4.6461146250837546e-08,"[1, 3]","[1, 3]"
"(1, 0, 1, 0, -1, -1, 1, -1, 0)",3.7168917000670037e-07,"[1, 3]",[8]
"(1, 0, 1, 0, -1, -1, 1, 1, -1)",-2.0649398333705576e-08,[1],[3]
"(1, 0, 1, 0, -1, -1, 1, 0, -1)",3.9750091792383236e-07,"[1, 3]",[7]
"(1, 0, 1, 0, -1, -1, 1, 0, 0)",-9.705217216841623e-07,[8],[3]
"(1, 0, 1, 0, -1, -1, -1, 1, 1)",-2.3230573125418773e-08,[1],[3]
"(1, 0, 1, 0, -1, -1, -1, 1, 0)",1.884257597950634e-07,[1],[8]
"(1, 0, 1, 0, -1, -1, 0, 1, -1)",1.935881093784898e-07,[1],[6]
"(1, 0, 1, 0, -1, -1, 0, 1, 0)",-1.5409613506527788e-06,[8],[3]
"(1, 0, 1, 0, -1, -1, -1, 0, 1)",1.884257597950634e-07,[1],[7]
"(1, 0, 1, 0, -1, -1, 0, -1, 1)",1.4196461354422586e-07,[1],[6]
"(1, 0, 1, 0, -1, -1, 0, 0, 1)",-1.6442083423213065e-06,[6],[3]
"(1, 0, 1, 0, -1, -1, 0, 0, 0)",1.4002873245044094e-05,[1],[8]
"(1, 0, 1, 1, -1, 1, -1, -1, -1)",-2.3230573125418773e-08,,
"(1, 0, 1, 1, -1, 1, -1, -1, 0)",-4.6461146250837546e-08,"[1, 8]","[1, 8]"
"(1, 0, 1, 1, -1, 0, -1, -1, 1)",-2.0649398333705576e-08,[5],[1]
"(1, 0, 1, 1, -1, 0, -1, -1, 0)",1.4196461354422586e-07,[1],[5]
"(1, 0, 1, 1, -1, 1, -1, 0, -1)",-2.3230573125418773e-08,[1],[7]
"(1, 0, 1, 1, -1, 0, -1, 1, -1)",2.581174791713197e-09,[5],[1]
"(1, 0, 1, 1, -1, 0, -1, 0, -1)",1.884257597950634e-07,[1],[5]
"(1, 0, 1, 1, -1, 0, -1, 0, 0)",4.981667348006471e-07,[5],[1]
"(1, 0, 1, 0, -1, 1, -1, -1, 1)",2.0907515812876897e-07,,
"(1, 0, 1, 0, -1, 1, -1, -1, 0)",3.716891700067004e-07,"[1, 8]",[3]
"(1, 0, 1, 0, -1, 1, -1, 1, -1)",2.581174791713197e-09,[3],[1]
"(1, 0, 1, 0, -1, 1, -1, 0, -1)",1.884257597950634e-07,[1],[3]
"(1, 0, 1, 0, -1, 1, -1, 0, 0)",1.1718533554377916e-06,[3],"[1, 8]"
"(1, 0, 1, 0, -1, 0, -1, 1, -1)",2.142375077121954e-07,[1],"[3, 5]"
"(1, 0, 1, 0, -1, 0, -1, 1, 0)",6.014137264691749e-07,[8],[1]
"(1, 0, 1, 0, -1, 0, -1, -1, 1)",3.9750091792383236e-07,"[1, 5]",[3]
"(1, 0, 1, 0, -1, 0, -1, 0, 1)",1.1718533554377916e-06,"[3, 7]","[1, 5]"
"(1, 0, 1, 0, -1, 0, -1, 0, 0)",2.037837498057569e-05,[1],[3]
"(1, 0, 1, 1, -1, 1, 0, -1, -1)",-4.6461146250837546e-08,"[1, 6]","[1, 6]"
"(1, 0, 1, 1, -1, 0, 1, -1, -1)",2.0907515812876897e-07,,
"(1, 0, 1, 1, -1, 0, 0, -1, -1)",3.716891700067004e-07,"[1, 6]",[5]
"(1, 0, 1, 1, -1, 0, 0, -1, 0)",-9.705217216841623e-07,[5],[1]
"(1, 0, 1, 0, -1, 1, 1, -1, -1)",-2.0649398333705576e-08,[3],[1]
"(1, 0, 1, 0, -1, 1, 0, -1, -1)",1.4196461354422586e-07,[1],[3]
"(1, 0, 1, 0, -1, 1, 0, -1, 0)",-9.705217216841623e-07,[3],[1]
"(1, 0, 1, 0, -1, 0, 1, -1, -1)",3.9750091792383236e-07,"[1, 3]",[5]
"(1, 0, 1, 0, -1, 0, 1, -1, 0)",-9.705217216841623e-07,[8],[1]
"(1, 0, 1, 0, -1, 0, 0, -1, 1)",-9.705217216841623e-07,[6],[1]
"(1, 0, 1, 0, -1, 0, 0, -1, 0)",1.3053000921693637e-05,[1],"[3, 5, 6, 8]"
"(1, 0, 1, 1, -1, 0, 0, 0, -1)",1.1718533554377916e-06,[5],"[1, 6]"
"(1, 0, 1, 0, -1, 1, 0, 0, -1)",4.981667348006471e-07,[3],[1]
"(1, 0, 1, 0, -1, 0, 1, 0, -1)",1.1718533554377916e-06,"[5, 7]","[1, 3]"
"(1, 0, 1, 0, -1, 0, 0, 1, -1)",6.014137264691749e-07,[6],[1]
"(1, 0, 1, 0, -1, 0, 0, 0, -1)",2.037837498057569e-05,[1],[5]
"(1, 0, 1, 0, -1, 0, 0, 0, 0)",7.535223569448336e-05,"[6, 8]",[1]
"(1, 0, 0, 1, -1, -1, 1, 0, 0)",1.6935087808430286e-05,,
"(1, 0, 0, 1, -1, -1, -1, 1, 1)",-2.3230573125418773e-08,[1],[2]
"(1, 0, 0, 1, -1, -1, -1, 1, 0)",-4.129879666741115e-08,[2],[8]
"(1, 0, 0, 1, -1, -1, 1, 1, -1)",2.0907515812876897e-07,,
"(1, 0, 0, 1, -1, -1, 0, 1, -1)",1.935881093784898e-07,[6],[1]
"(1, 0, 0, 1, -1, -1, 0, 1, 0)",5.084914339674999e-07,[1],[6]
"(1, 0, 0, 1, -1, -1, -1, 0, 1)",-4.129879666741115e-08,[2],[7]
"(1, 0, 0, 1, -1, -1, 1, -1, 1)",2.0907515812876897e-07,,
"(1, 0, 0, 1, -1, -1, 0, -1, 1)",1.935881093784898e-07,[6],[2]
"(1, 0, 0, 1, -1, -1, 0, 0, 1)",5.084914339674999e-07,[7],[6]
"(1, 0, 0, 1, -1, -1, 0, 0, 0)",2.0306102086407722e-05,[6],"[7, 8]"
"(1, 0, 0, 1, -1, 1, -1, -1, 1)",-4.6461146250837546e-08,"[1, 2]","[1, 2]"
"(1, 0, 0, 1, -1, 1, -1, -1, 0)",-1.3938343875251265e-07,"[1, 2, 8]","[1, 2, 8]"
"(1, 0, 0, 1, -1, 1, -1, 1, -1)",-2.3230573125418773e-08,[1],[2]
"(1, 0, 0, 1, -1, 1, -1, 0, -1)",-9.292229250167509e-08,"[2, 7]",[1]
"(1, 0, 0, 1, -1, 1, -1, 0, 0)",-2.2069044469147835e-06,"[1, 8]",[2]
"(1, 0, 0, 1, -1, 0, -1, 1, -1)",-4.129879666741115e-08,[2],[5]
"(1, 0, 0, 1, -1, 0, -1, 1, 0)",-2.010735162744581e-06,"[5, 8]",[2]
"(1, 0, 0, 1, -1, 0, -1, -1, 1)",-8.77599429182487e-08,"[1, 2]",[5]
"(1, 0, 0, 1, -1, 0, -1, 0, 1)",-2.1036574552462556e-06,[5],[2]
"(1, 0, 0, 1, -1, 0, -1, 0, 0)",-7.253101164714084e-06,[2],[5]
"(1, 0, 0, 1, -1, 1, 1, -1, -1)",2.0907515812876897e-07,,
"(1, 0, 0, 1, -1, 1, 0, -1, -1)",1.4196461354422586e-07,[6],[2]
"(1, 0, 0, 1, -1, 1, 0, -1, 0)",-1.7371306348229819e-06,"[2, 8]",[1]
"(1, 0, 0, 1, -1, 0, 1, -1, 0)",1.6935087808430286e-05,,
"(1, 0, 0, 1, -1, 0, 0, -1, 1)",-1.633883643154454e-06,[5],[1]
"(1, 0, 0, 1, -1, 0, 0, -1, 0)",1.3724106367539069e-05,[6],[5]
"(1, 0, 0, 1, -1, 1, 0, 0, -1)",4.05244442298972e-07,[1],[6]
"(1, 0, 0, 1, -1, 0, 1, 0, -1)",1.6935087808430286e-05,,
"(1, 0, 0, 1, -1, 0, 0, 1, -1)",5.084914339674999e-07,[1],[6]
"(1, 0, 0, 1, -1, 0, 0, 0, -1)",2.0099608103070667e-05,[6],[5]
"(1, 0, 0, 1, -1, 0, 0, 0, 0)",7.073709516690017e-05,[5],[6]
"(1, 0, 0, 0, -1, 1, -1, 1, -1)",-4.129879666741115e-08,[2],[3]
"(1, 0, 0, 0, -1, 1, -1, 1, 0)",-2.000410463577728e-06,[3],[2]
"(1, 0, 0, 0, -1, 1, -1, -1, 1)",1.4196461354422586e-07,[2],[3]
"(1, 0, 0, 0, -1, 1, -1, 0, 1)",-1.4299708346091113e-06,[3],[2]
"(1, 0, 0, 0, -1, 1, -1, 0, 0)",-5.895403224272943e-06,[2],[3]
"(1, 0, 0, 0, -1, 1, 1, -1, -1)",1.935881093784898e-07,[3],[2]
"(1, 0, 0, 0, -1, 1, 1, -1, 0)",-1.5409613506527788e-06,[8],[1]
"(1, 0, 0, 0, -1, 1, 0, -1, 1)",-1.6442083423213065e-06,[3],[1]
"(1, 0, 0, 0, -1, 1, 0, -1, 0)",-5.384330615513729e-06,[1],[3]
"(1, 0, 0, 0, -1, 1, 1, 0, -1)",6.01413726469175e-07,[2],[3]
"(1, 0, 0, 0, -1, 1, 0, 1, -1)",-7.227289416796952e-08,"[1, 3]","[2, 6]"
"(1, 0, 0, 0, -1, 1, 0, 0, -1)",1.9410434433683245e-06,[6],[7]
"(1, 0, 0, 0, -1, 1, 0, 0, 0)",-2.0566800740370755e-05,[3],[2]
"(1, 0, 0, 0, -1, -1, 1, 1, -1)",1.4196461354422586e-07,[3],[1]
"(1, 0, 0, 0, -1, -1, 1, 1, 0)",-9.705217216841623e-07,[1],[3]
"(1, 0, 0, 0, -1, -1, 1, -1, 1)",1.4196461354422586e-07,[3],[2]
"(1, 0, 0, 0, -1, -1, 1, 0, 1)",-9.705217216841623e-07,[2],[3]
"(1, 0, 0, 0, -1, -1, 1, 0, 0)",1.3053000921693635e-05,[3],"[1, 2, 7, 8]"
"(1, 0, 0, 0, -1, 0, 1, -1, 1)",-1.6442083423213068e-06,[2],[1]
"(1, 0, 0, 0, -1, 0, 1, -1, 0)",1.4002873245044091e-05,[3],[8]
"(1, 0, 0, 0, -1, 0, 1, 1, -1)",4.981667348006471e-07,[1],[3]
"(1, 0, 0, 0, -1, 0, 1, 0, -1)",2.037837498057569e-05,[3],[7]
"(1, 0, 0, 0, -1, 0, 1, 0, 0)",7.535223569448335e-05,"[2, 8]",[3]
"(1, 0, 0, 0, -1, -1, -1, 1, 1)",-9.292229250167509e-08,"[2, 3]",[1]
"(1, 0, 0, 0, -1, -1, 0, 1, 1)",-1.6442083423213065e-06,[1],[3]
"(1, 0, 0, 0, -1, -1, 0, 1, 0)",-5.38433061551373e-06,[3],[1]
"(1, 0, 0, 0, -1, 0, -1, 1, 1)",-2.1036574552462556e-06,[1],[2]
"(1, 0, 0, 0, -1, 0, -1, 1, 0)",-6.943360189708501e-06,[2],[8]
"(1, 0, 0, 0, -1, 0, 0, 1, -1)",1.9410434433683245e-06,[2],[5]
"(1, 0, 0, 0, -1, 0, 0, 1, 0)",-2.0566800740370755e-05,[1],[6]
"(1, 0, 0, 0, -1, -1, 0, 0, 1)",-5.38433061551373e-06,[3],"[2, 7]"
"(1, 0, 0, 0, -1, 0, -1, 0, 1)",-5.895403224272942e-06,[2],"[3, 7]"
"(1, 0, 0, 0, -1, 0, 0, -1, 1)",-5.38433061551373e-06,[1],[6]
"(1, 0, 0, 0, -1, 0, 0, 0, 1)",-3.3328128910600805e-05,"[1, 3, 5, 7]","[2, 6]"
"(1, 0, 0, 0, -1, 0, 0, 0, 0)",0.00021771693133142478,[2],[8]
"(1, 1, 1, 0, 0, -1, -1, 0, 0)",1.6935087808430286e-05,,
"(1, 1, 1, 1, 0, -1, -1, -1, 0)",2.0907515812876897e-07,,
"(1, 1, 0, 1, 1, -1, -1, -1, -1)",-2.3230573125418773e-08,,
"(1, 1, 0, 1, 1, -1, -1, -1, 0)",-2.0649398333705576e-08,[2],[8]
"(1, 1, 0, 1, 0, -1, -1, -1, 1)",5.162349583426394e-09,"[2, 4]","[2, 4]"
"(1, 1, 0, 1, 0, -1, -1, -1, 0)",1.935881093784898e-07,[2],[4]
"(1, 1, 1, 1, 0, -1, -1, 0, -1)",2.0907515812876897e-07,,
"(1, 1, 0, 1, 1, -1, -1, 0, -1)",-4.6461146250837546e-08,"[2, 7]","[2, 7]"
"(1, 1, 0, 1, 0, -1, -1, 1, -1)",-2.0649398333705576e-08,[4],[2]
"(1, 1, 0, 1, 0, -1, -1, 0, -1)",1.4196461354422586e-07,[2],[4]
"(1, 1, 0, 1, 0, -1, -1, 0, 0)",4.155691414658248e-07,[7],[2]
"(1, 1, 1, 0, 1, -1, -1, -1, 0)",2.0907515812876897e-07,,
"(1, 1, 0, 0, 1, -1, -1, -1, 1)",2.0907515812876897e-07,,
"(1, 1, 0, 0, 1, -1, -1, -1, 0)",3.9750091792383236e-07,"[2, 8]",[3]
"(1, 1, 1, 0, 1, -1, -1, 0, -1)",2.0907515812876897e-07,,
"(1, 1, 0, 0, 1, -1, -1, 1, -1)",2.0907515812876897e-07,,
"(1, 1, 0, 0, 1, -1, -1, 0, -1)",3.716891700067004e-07,"[2, 7]",[3]
"(1, 1, 0, 0, 1, -1, -1, 0, 0)",1.793916480240672e-06,[3],[8]
"(1, 1, 1, 0, 0, -1, -1, 1, -1)",2.0907515812876897e-07,,
"(1, 1, 0, 0, 0, -1, -1, 1, -1)",3.9750091792383236e-07,"[2, 4]",[3]
"(1, 1, 0, 0, 0, -1, -1, 1, 0)",1.0789310629361164e-06,"[3, 8]","[2, 4]"
"(1, 1, 1, 0, 0, -1, -1, -1, 1)",2.0907515812876897e-07,,
"(1, 1, 0, 0, 0, -1, -1, -1, 1)",4.233126658409643e-07,"[2, 4]",[3]
"(1, 1, 0, 0, 0, -1, -1, 0, 1)",1.1305545587703804e-06,[7],[4]
"(1, 1, 0, 0, 0, -1, -1, 0, 0)",2.1354059051843276e-05,[2],[3]
"(1, 1, 1, 0, 0, -1, 0, -1, 0)",1.6935087808430286e-05,,
"(1, 1, 1, 1, 0, -1, 0, -1, -1)",2.0907515812876897e-07,,
"(1, 1, 0, 1, 1, -1, 0, -1, -1)",-4.6461146250837546e-08,"[2, 6]","[2, 6]"
"(1, 1, 0, 1, 0, -1, 1, -1, -1)",2.0907515812876897e-07,,
"(1, 1, 0, 1, 0, -1, 0, -1, -1)",3.716891700067004e-07,"[2, 6]",[4]
"(1, 1, 0, 1, 0, -1, 0, -1, 0)",1.1821780546046444e-06,[4],"[2, 6]"
"(1, 1, 1, 0, 1, -1, 0, -1, -1)",2.0907515812876897e-07,,
"(1, 1, 0, 0, 1, -1, 1, -1, -1)",-2.0649398333705576e-08,[3],[2]
"(1, 1, 0, 0, 1, -1, 0, -1, -1)",1.4196461354422586e-07,[2],[3]
"(1, 1, 0, 0, 1, -1, 0, -1, 0)",1.1305545587703802e-06,[3],[8]
"(1, 1, 1, 0, 0, -1, 1, -1, -1)",2.0907515812876897e-07,,
"(1, 1, 0, 0, 0, -1, 1, -1, -1)",3.9750091792383236e-07,"[2, 3]",[4]
"(1, 1, 0, 0, 0, -1, 1, -1, 0)",1.1821780546046444e-06,"[4, 8]","[2, 3]"
"(1, 1, 0, 0, 0, -1, 0, -1, 1)",1.2338015504389082e-06,[6],[4]
"(1, 1, 0, 0, 0, -1, 0, -1, 0)",2.1663800026848858e-05,[2],[4]
"(1, 1, 1, 0, 0, -1, 0, 0, -1)",1.6935087808430286e-05,,
"(1, 1, 0, 1, 0, -1, 0, 0, -1)",-9.705217216841623e-07,[4],[2]
"(1, 1, 0, 0, 1, -1, 0, 0, -1)",-9.705217216841623e-07,[3],[2]
"(1, 1, 0, 0, 0, -1, 1, 0, -1)",-9.705217216841623e-07,[7],[2]
"(1, 1, 0, 0, 0, -1, 0, 1, -1)",-9.705217216841623e-07,[6],[2]
"(1, 1, 0, 0, 0, -1, 0, 0, -1)",1.3053000921693637e-05,[2],"[3, 4, 6, 7]"
"(1, 1, 0, 0, 0, -1, 0, 0, 0)",7.959568705205986e-05,[7],[2]
"(1, 0, 1, 1, 1, -1, -1, -1, -1)",-2.3230573125418773e-08,,
"(1, 0, 1, 1, 1, -1, -1, -1, 0)",-2.0649398333705576e-08,[1],[8]
"(1, 0, 1, 1, 0, -1, -1, -1, 1)",5.162349583426394e-09,"[1, 4]","[1, 4]"
"(1, 0, 1, 1, 0, -1, -1, -1, 0)",1.935881093784898e-07,[1],[4]
"(1, 0, 1, 1, 1, -1, -1, 0, -1)",-2.3230573125418773e-08,[1],[7]
"(1, 0, 1, 1, 0, -1, -1, 1, -1)",2.581174791713197e-09,[4],[1]
"(1, 0, 1, 1, 0, -1, -1, 0, -1)",1.884257597950634e-07,[1],[4]
"(1, 0, 1, 1, 0, -1, -1, 0, 0)",6.014137264691749e-07,[4],[1]
"(1, 0, 1, 0, 1, -1, -1, -1, 1)",2.0907515812876897e-07,,
"(1, 0, 1, 0, 1, -1, -1, -1, 0)",3.9750091792383236e-07,"[1, 8]",[3]
"(1, 0, 1, 0, 1, -1, -1, 1, -1)",2.581174791713197e-09,[3],[1]
"(1, 0, 1, 0, 1, -1, -1, 0, -1)",1.884257597950634e-07,[1],[3]
"(1, 0, 1, 0, 1, -1, -1, 0, 0)",1.2234768512720553e-06,[3],[8]
"(1, 0, 1, 0, 0, -1, -1, 1, -1)",2.142375077121954e-07,[1],"[3, 4]"
"(1, 0, 1, 0, 0, -1, -1, 1, 0)",6.014137264691749e-07,[8],[1]
"(1, 0, 1, 0, 0, -1, -1, -1, 1)",4.233126658409643e-07,"[1, 4]",[3]
"(1, 0, 1, 0, 0, -1, -1, 0, 1)",1.2234768512720553e-06,[7],[4]
"(1, 0, 1, 0, 0, -1, -1, 0, 0)",2.0584868963912746e-05,[1],"[3, 7]"
"(1, 0, 1, 1, 1, -1, 0, -1, -1)",-2.0649398333705576e-08,[1],[6]
"(1, 0, 1, 1, 0, -1, 1, -1, -1)",2.0907515812876897e-07,,
"(1, 0, 1, 1, 0, -1, 0, -1, -1)",3.9750091792383236e-07,"[1, 6]",[4]
"(1, 0, 1, 1, 0, -1, 0, -1, 0)",1.1821780546046444e-06,"[4, 8]","[1, 6]"
"(1, 0, 1, 0, 1, -1, 1, -1, -1)",2.0907515812876897e-07,,
"(1, 0, 1, 0, 1, -1, 0, -1, -1)",3.9750091792383236e-07,"[1, 6]",[3]
"(1, 0, 1, 0, 1, -1, 0, -1, 0)",1.845539976074936e-06,[3],"[6, 8]"
"(1, 0, 1, 0, 0, -1, 1, -1, -1)",6.272254743863069e-07,"[1, 3, 4]","[1, 3, 4]"
"(1, 0, 1, 0, 0, -1, 1, -1, 0)",1.793916480240672e-06,[8],[4]
"(1, 0, 1, 0, 0, -1, 0, -1, 1)",1.1305545587703804e-06,[6],[4]
"(1, 0, 1, 0, 0, -1, 0, -1, 0)",2.2887276878120914e-05,[1],[8]
"(1, 0, 1, 1, 0, -1, 0, 0, -1)",1.2234768512720556e-06,[4],[6]
"(1, 0, 1, 0, 1, -1, 0, 0, -1)",1.2234768512720556e-06,[3],[6]
"(1, 0, 1, 0, 0, -1, 1, 0, -1)",1.845539976074936e-06,[7],"[3, 4]"
"(1, 0, 1, 0, 0, -1, 0, 1, -1)",6.117384256360278e-07,[6],[1]
"(1, 0, 1, 0, 0, -1, 0, 0, -1)",2.183931991268536e-05,[1],[7]
"(1, 0, 1, 0, 0, -1, 0, 0, 0)",9.818014555239488e-05,[7],[1]
"(1, 0, 0, 1, 1, -1, -1, -1, 1)",2.0907515812876897e-07,,
"(1, 0, 0, 1, 1, -1, -1, -1, 0)",1.6777636146135782e-07,[8],"[1, 2]"
"(1, 0, 0, 1, 1, -1, -1, 1, -1)",-2.3230573125418773e-08,[1],[2]
"(1, 0, 0, 1, 1, -1, -1, 0, -1)",-9.292229250167509e-08,"[2, 7]",[1]
"(1, 0, 0, 1, 1, -1, -1, 0, 0)",4.5686793813323587e-07,[1],[8]
"(1, 0, 0, 1, 0, -1, -1, 1, -1)",-4.129879666741115e-08,[2],[4]
"(1, 0, 0, 1, 0, -1, -1, 1, 0)",-1.651951866696446e-07,[1],[2]
"(1, 0, 0, 1, 0, -1, -1, -1, 1)",2.1939985729562175e-07,[4],"[1, 2]"
"(1, 0, 0, 1, 0, -1, -1, 0, 1)",5.601149298017638e-07,[7],[4]
"(1, 0, 0, 1, 0, -1, -1, 0, 0)",1.868770549200355e-06,[2],[7]
"(1, 0, 0, 1, 1, -1, 1, -1, -1)",2.0907515812876897e-07,,
"(1, 0, 0, 1, 1, -1, 0, -1, -1)",1.4196461354422586e-07,[6],[1]
"(1, 0, 0, 1, 1, -1, 0, -1, 0)",1.1305545587703804e-06,[1],[8]
"(1, 0, 0, 1, 0, -1, 1, -1, 0)",1.6935087808430286e-05,,
"(1, 0, 0, 1, 0, -1, 0, -1, 1)",1.2338015504389082e-06,[2],[4]
"(1, 0, 0, 1, 0, -1, 0, -1, 0)",2.166380002684886e-05,[6],[4]
"(1, 0, 0, 1, 1, -1, 0, 0, -1)",-1.6442083423213068e-06,[1],[2]
"(1, 0, 0, 1, 0, -1, 1, 0, -1)",1.6935087808430286e-05,,
"(1, 0, 0, 1, 0, -1, 0, 1, -1)",-1.5409613506527788e-06,[4],[2]
"(1, 0, 0, 1, 0, -1, 0, 0, -1)",1.4002873245044091e-05,[6],[4]
"(1, 0, 0, 1, 0, -1, 0, 0, 0)",9.23570152222899e-05,[7],[6]
"(1, 0, 0, 0, 1, -1, -1, 1, -1)",1.884257597950634e-07,[1],[3]
"(1, 0, 0, 0, 1, -1, -1, 1, 0)",1.2234768512720553e-06,[3],[8]
"(1, 0, 0, 0, 1, -1, -1, 0, 1)",1.6935087808430286e-05,,
"(1, 0, 0, 0, 1, -1, -1, 0, 0)",2.1632825929348303e-05,[8],[3]
"(1, 0, 0, 0, 1, -1, 1, -1, -1)",3.9750091792383236e-07,"[2, 3]",[1]
"(1, 0, 0, 0, 1, -1, 1, -1, 0)",1.845539976074936e-06,[1],"[2, 8]"
"(1, 0, 0, 0, 1, -1, 0, -1, 1)",1.6935087808430286e-05,,
"(1, 0, 0, 0, 1, -1, 0, -1, 0)",2.2887276878120918e-05,[8],[1]
"(1, 0, 0, 0, 1, -1, 1, 0, -1)",-9.188982258498981e-07,"[1, 7]",[2]
"(1, 0, 0, 0, 1, -1, 0, 1, -1)",-1.5409613506527788e-06,[3],[2]
"(1, 0, 0, 0, 1, -1, 0, 0, -1)",-3.85111278923609e-06,[2],[3]
"(1, 0, 0, 0, 1, -1, 0, 0, 0)",9.886157569740716e-05,[3],[8]
"(1, 0, 0, 0, 0, -1, 1, -1, 1)",1.1305545587703804e-06,[2],[4]
"(1, 0, 0, 0, 0, -1, 1, -1, 0)",2.2887276878120918e-05,[3],[8]
"(1, 0, 0, 0, 0, -1, 1, 1, -1)",-1.633883643154454e-06,[1],[2]
"(1, 0, 0, 0, 0, -1, 1, 0, -1)",1.5257324193816708e-05,[3],[7]
"(1, 0, 0, 0, 0, -1, 1, 0, 0)",8.541881738216483e-05,[7],[3]
"(1, 0, 0, 0, 0, -1, -1, 1, 1)",4.5686793813323587e-07,[1],[4]
"(1, 0, 0, 0, 0, -1, -1, 1, 0)",3.195494392140938e-06,[4],[3]
"(1, 0, 0, 0, 0, -1, 0, 1, -1)",-5.0745896405081454e-06,[2],[6]
"(1, 0, 0, 0, 0, -1, 0, 1, 0)",-1.1708208855211063e-05,[1],[4]
"(1, 0, 0, 0, 0, -1, -1, 0, 1)",2.0306102086407722e-05,[4],[7]
"(1, 0, 0, 0, 0, -1, 0, -1, 1)",2.166380002684886e-05,[4],"[2, 6]"
"(1, 0, 0, 0, 0, -1, 0, 0, 1)",9.303844536730219e-05,[7],[4]
"(1, 0, 0, 0, 0, -1, 0, 0, 0)",0.0005357434774184079,[4],[7]
"(1, 1, 1, 0, 0, 0, -1, -1, 0)",1.6935087808430286e-05,,
"(1, 1, 0, 1, 0, 0, -1, -1, -1)",-1.8816764231589208e-06,,
"(1, 1, 0, 1, 0, 0, -1, -1, 0)",-1.633883643154454e-06,[5],[8]
"(1, 1, 0, 0, 1, 0, -1, -1, -1)",-1.8816764231589208e-06,,
"(1, 1, 0, 0, 1, 0, -1, -1, 0)",-9.188982258498983e-07,"[3, 5]",[8]
"(1, 1, 0, 0, 0, 1, -1, -1, -1)",-1.8816764231589208e-06,,
"(1, 1, 0, 0, 0, 1, -1, -1, 0)",-1.633883643154454e-06,[3],[8]
"(1, 1, 0, 0, 0, 0, -1, -1, 1)",1.1821780546046444e-06,[3],"[2, 4]"
"(1, 1, 0, 0, 0, 0, -1, -1, 0)",1.3930600350876124e-05,[2],"[3, 5]"
"(1, 1, 1, 0, 0, 0, -1, 0, -1)",1.6935087808430286e-05,,
"(1, 1, 0, 1, 0, 0, -1, 0, -1)",-1.7371306348229817e-06,"[4, 5]",[7]
"(1, 1, 0, 0, 1, 0, -1, 0, -1)",-9.705217216841623e-07,[3],[7]
"(1, 1, 0, 0, 0, 1, -1, 0, -1)",-1.633883643154454e-06,[3],[7]
"(1, 1, 0, 0, 0, 0, -1, 1, -1)",1.1305545587703804e-06,[3],[2]
"(1, 1, 0, 0, 0, 0, -1, 0, -1)",1.3724106367539067e-05,[2],[3]
"(1, 1, 0, 0, 0, 0, -1, 0, 0)",7.581684715699173e-05,[3],[2]
"(1, 0, 1, 1, 0, 0, -1, -1, -1)",-1.8816764231589208e-06,,
"(1, 0, 1, 1, 0, 0, -1, -1, 0)",-1.633883643154454e-06,[5],[8]
"(1, 0, 1, 0, 1, 0, -1, -1, -1)",-1.8816764231589208e-06,,
"(1, 0, 1, 0, 1, 0, -1, -1, 0)",-9.188982258498983e-07,"[3, 5]",[8]
"(1, 0, 1, 0, 0, 1, -1, -1, -1)",-1.8816764231589208e-06,,
"(1, 0, 1, 0, 0, 1, -1, -1, 0)",-9.705217216841623e-07,[3],[8]
"(1, 0, 1, 0, 0, 0, -1, -1, 1)",1.845539976074936e-06,[3],"[1, 4]"
"(1, 0, 1, 0, 0, 0, -1, -1, 0)",1.5257324193816708e-05,[1],[3]
"(1, 0, 1, 1, 0, 0, -1, 0, -1)",-1.5512860498196314e-06,"[4, 5]",[7]
"(1, 0, 1, 0, 1, 0, -1, 0, -1)",-1.5512860498196314e-06,"[3, 5]",[7]
"(1, 0, 1, 0, 0, 1, -1, 0, -1)",-1.5512860498196314e-06,"[3, 4]",[7]
"(1, 0, 1, 0, 0, 0, -1, 1, -1)",6.427125231365862e-07,"[3, 4, 5]",[1]
"(1, 0, 1, 0, 0, 0, -1, 0, -1)",1.2923942182107979e-05,[1],"[3, 4, 5]"
"(1, 0, 1, 0, 0, 0, -1, 0, 0)",9.310039356230331e-05,[3],[1]
"(1, 0, 0, 1, 1, 0, -1, -1, -1)",-1.8816764231589208e-06,,
"(1, 0, 0, 1, 1, 0, -1, -1, 0)",-9.188982258498983e-07,"[1, 2]",[8]
"(1, 0, 0, 1, 0, 1, -1, -1, -1)",-1.8816764231589208e-06,,
"(1, 0, 0, 1, 0, 1, -1, -1, 0)",-1.7371306348229817e-06,"[1, 2]",[8]
"(1, 0, 0, 1, 0, 0, -1, -1, 1)",4.6719263730008866e-07,[5],[4]
"(1, 0, 0, 1, 0, 0, -1, -1, 0)",-5.4566035096817e-06,[8],[5]
"(1, 0, 0, 1, 1, 0, -1, 0, -1)",-1.6442083423213065e-06,[1],[7]
"(1, 0, 0, 1, 0, 1, -1, 0, -1)",-1.6442083423213065e-06,[1],[7]
"(1, 0, 0, 1, 0, 0, -1, 1, -1)",-1.651951866696446e-07,[1],[2]
"(1, 0, 0, 1, 0, 0, -1, 0, -1)",-6.742028555954871e-06,[7],[1]
